Gene Name,ORF,SD Localization,SD Intensity (Median),SD STD,N' NOP1pr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' TEF2pr-mCherry in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NATIVEpr-GFP in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,DTT Localization,DTT Intensity (Median),DTT Fold Change,Significance of DTT Intensity (Median) Change,DTT STD,H2O2 Localization,H2O2 Intensity (Median),H2O2 Fold Change,Significance of H2O2 Intensity (Median) Change,H2O2 STD,Starvation Localization,Starvation Intensity (Median),Starvation Fold Change,Significance of Starvation Intensity (Median) Change,Starvation STD,Pup2 DAmP Localization,MA3 Localization,MA3 Intensity (Median),MA3 Fold Change,Significance of MA3 Intensity (Median) Change,MA3 STD,Description;;;;;
"DBP2,""YNL112W"",""nucleus:cytosol"",""188.95"",""413.574"",""nucleus"",""250.858"",""nucleus,nucleolus"",""316.429"",""nucleus,nucleolus"",""119.936"",""nucleus,nucleolus"",""50.9051"",""nucleus.cytosol"",""16.91"",""0.08"",""-1"",""9.49"",""nucleus.cytosol"",""18.11"",""0.09"",""-1"",""3.99"",""nucleus,cytosol"",""15.21"",""0.08"",""-1"","""",""nucleus:cytosol"",""nucleus:cytosol"",""17.5964"",""0.0931235"",""-1"",""2.92979"",""Essential ATP-dependent RNA helicase of the DEAD-box protein family, involved in nonsense-mediated mRNA decay and rRNA processing""";;;;;
"DCD1,""YHR144C"",""cytosol"",""22.44"",""5.61082"",""cytosol"",""118.395"",""cytosol"",""26.2148"",""cytosol"",""157.252"",""#N/A"",""0"",""cytosol"",""20.11"",""0.89"",""0"",""5.98"",""cytosol"",""20.96"",""0.93"",""0"",""3.07"",""cytosol"",""15.76"",""0.7"",""0"","""",""cytosol"",""cytosol"",""20.7785"",""0.925876"",""0"",""2.59432"",""Deoxycytidine monophosphate (dCMP) deaminase required for dCTP and dTTP synthesis";" expression is NOT cell cycle regulated""";;;;
"DCN1,""YLR128W"",""cytosol"",""18.43"",""4.55662"","""","""","""","""","""","""","""","""",""cytosol"",""21.19"",""1.14"",""0"",""6.08"",""cytosol"",""20.04"",""1.08"",""0"",""3.44"",""cytosol"",""18.63"",""1.01"",""0"","""",""cytosol"",""cytosol"",""19.5309"",""1.05946"",""0"",""3.75994"",""Scaffold-type E3 ligase required for cullin neddylation and ubiquitin ligase activation";" contains a ubiquitin-binding domain (UBA) for ubiquitin and Nedd8 (Rub1p) interaction and a PONY domain involved in cullin binding and neddylation""";;;;
"DCP1,""YOL149W"",""cytosol"",""40.5"",""6.8146"",""cytosol"",""103.875"",""cytosol"",""46.986"",""punctate"",""129.066"",""#N/A"",""0"",""punctate"","""","""",""0"","""",""punctate"","""","""",""0"","""",""punctate"","""","""","""","""",""cytosol"",""punctate"",""38.508"",""0.95076"",""0"",""5.6721"",""Subunit of the Dcp1p-Dcp2p decapping enzyme complex, which removes the 5' cap structure from mRNAs prior to their degradation"; enhances the activity of catalytic subunit Dcp2p;" regulated by DEAD box protein Dhh1p""";;;
"DCP2,""YNL118C"",""cytosol"",""62.34"",""17.5779"",""cytosol,punctate"",""43.8645"",""missing"",""44.9239"",""ER,punctate"",""0"",""#N/A"",""0"",""punctate"","""","""",""0"","""",""punctate"","""","""",""0"","""",""punctate"","""","""","""","""",""punctate"",""punctate"",""60.811"",""0.975364"",""0"",""8.65236"",""Catalytic subunit of the Dcp1p-Dcp2p decapping enzyme complex, which removes the 5' cap structure from mRNAs prior to their degradation";" member of the Nudix hydrolase family""";;;;
"DCS1,""YLR270W"",""cytosol"",""63.06"",""22.3012"",""cytosol"",""280.729"",""cytosol"",""22.2457"",""cytosol"",""369.85"",""cytosol"",""79.3912"",""cytosol"",""73.2"",""1.16"",""0"",""28.1"",""cytosol"",""83"",""1.31"",""0"",""21.53"",""cytosol"",""178.05"",""2.82"",""1"","""",""cytosol"",""cytosol"",""67.9612"",""1.07755"",""0"",""13.212"",""Non-essential hydrolase involved in mRNA decapping, may function in a feedback mechanism to regulate deadenylation, contains pyrophosphatase activity and a HIT (histidine triad) motif";" interacts with neutral trehalase Nth1p""";;;;
"DCS2,""YOR173W"",""cytosol"",""39.14"",""17.8846"",""cytosol"",""142.519"",""cytosol"",""46.5176"",""cytosol"",""168.065"",""cytosol"",""55.5796"",""cytosol"",""40.03"",""1.02"",""0"",""19.55"",""cytosol"",""58"",""1.48"",""1"",""20.72"",""cytosol"",""102.01"",""2.6"",""1"","""",""cytosol"",""cytosol"",""50.721"",""1.29568"",""0"",""10.6157"",""Non-essential, stress induced regulatory protein containing a HIT (histidine triad) motif"; modulates m7G-oligoribonucleotide metabolism; inhibits Dcs1p;" regulated by Msn2p, Msn4p, and the Ras-cAMP-cAPK signaling pathway, similar to Dcs1p.""";;
"DDP1,""YOR163W"",""cytosol"",""33.42"",""9.26683"",""cytosol"",""170.666"",""cytosol"",""31.5308"",""cytosol"",""236.029"",""#N/A"",""0"",""cytosol"",""40.56"",""1.21"",""0"",""13.08"",""cytosol"",""45.08"",""1.34"",""1"",""10.24"",""cytosol"",""59.63"",""1.78"",""1"","""",""cytosol"",""cytosol"",""33.1177"",""0.990795"",""0"",""6.44147"",""Polyphosphate phosphatase"; hydrolyzes diphosphorylated inositol polyphosphates and diadenosine polyphosphates; has high specificity for diadenosine hexa- and pentaphosphates;" member of the MutT family of nucleotide hydrolases""";;
"DED1,""YOR204W"",""cytosol"",""19.4"",""3.95097"",""cytosol"",""216.144"",""cytosol"",""343.541"",""cytosol"",""99.2159"",""cytosol"",""61.8512"",""cytosol"",""16.49"",""0.84"",""0"",""6.16"",""cytosol"",""16.77"",""0.86"",""0"",""3.95"",""cytosol"",""14.41"",""0.74"",""0"","""",""cytosol"",""cytosol"",""18.2793"",""0.941848"",""0"",""2.57612"",""ATP-dependent DEAD (Asp-Glu-Ala-Asp)-box RNA helicase, required for translation initiation of all yeast mRNAs";" mutations in human DEAD-box DBY are a frequent cause of male infertility""";;;;
"DEF1,""YKL054C"",""cytosol"",""451.63"",""126.337"",""cytosol"",""150.417"",""cytosol"",""219.015"",""cytosol"",""118.517"",""#N/A"",""0"",""cytosol"",""599.59"",""1.32"",""0"",""180.6"",""cytosol"",""574.36"",""1.27"",""0"",""80.56"",""cytosol"",""393.72"",""0.87"",""0"","""",""cytosol"",""cytosol"",""488.233"",""1.08103"",""0"",""82.4118"",""RNAPII degradation factor, forms a complex with Rad26p in chromatin, enables ubiquitination and proteolysis of RNAPII present in an elongation complex";" mutant is deficient in Zip1p loading onto chromosomes during meiosis""";;;;
"DET1,""YDR051C"",""cytosol"",""34.65"",""9.07738"",""cytosol"",""106.609"",""cytosol"",""54.0357"",""cytosol"",""150.822"",""cytosol"",""53.5947"",""cytosol"",""33.85"",""0.97"",""0"",""9.62"",""cytosol"",""32.79"",""0.94"",""0"",""6.61"",""cytosol"",""33.16"",""0.95"",""0"","""",""cytosol"",""cytosol"",""41.079"",""1.18525"",""0"",""6.48058"",""Acid phosphatase involved in the non-vesicular transport of sterols in both directions between the endoplasmic reticulum and plasma membrane";" deletion confers sensitivity to nickel""";;;;
"DFG10,""YIL049W"",""cytosol"",""20.01"",""5.06582"",""vacuole"",""20.4267"",""below threshold"",""18.2661"",""below threshold"",""6.71035"",""#N/A"",""22.9446"",""cytosol"",""19.13"",""0.95"",""0"",""6.21"",""cytosol"",""20.1"",""1"",""0"",""3.26"",""cytosol"",""15.8"",""0.78"",""0"","""",""cytosol"",""cytosol"",""20.6386"",""1.031"",""0"",""3.41716"",""Protein of unknown function, involved in filamentous growth""";;;;;
"DIA1,""YMR316W"",""cytosol"",""20.9"",""5.65737"",""cytosol"",""75.4507"",""cytosol"",""30.5625"",""cytosol"",""116.326"",""cytosol,punctate"",""39.6152"",""cytosol"",""89.03"",""4.25"",""1"",""28.97"",""cytosol"",""23.33"",""1.11"",""0"",""5.53"",""cytosol"",""52.29"",""2.5"",""1"","""",""cytosol"",""cytosol"",""20.3194"",""0.971782"",""0"",""4.30214"",""Protein of unknown function, involved in invasive and pseudohyphal growth";" green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""";;;;
"DMA1,""YHR115C"",""cytosol"",""21.07"",""4.55955"",""cytosol"",""34.6049"",""below threshold"",""20.1972"",""cytosol"",""11.0671"",""below threshold"",""23.2815"",""cytosol"",""20.51"",""0.97"",""0"",""6.84"",""cytosol"",""24.21"",""1.14"",""0"",""3.68"",""cytosol"",""19.02"",""0.9"",""0"","""",""cytosol"",""cytosol"",""23.493"",""1.11488"",""0"",""4.342"",""Protein involved in ubiquitin ligation"; plays a role in regulating spindle position and orientation; functionally redundant with Dma2p;" orthologous to human RNF8 protein, also has sequence similarity to human Chfr.""";;
"DMA2,""YNL116W"",""cytosol"",""21.42"",""5.52161"",""cytosol"",""42.6567"",""cytosol"",""27.36"",""cytosol"",""23.888"",""below threshold"",""27.2765"",""cytosol"",""23.89"",""1.11"",""0"",""8.05"",""cytosol"",""19.97"",""0.93"",""0"",""4.3"",""cytosol"",""19.51"",""0.91"",""0"","""",""cytosol"",""cytosol"",""19.3183"",""0.901822"",""0"",""2.96611"",""Protein involved in ubiquitination"; plays a role in regulating spindle position and orientation; functionally redundant with Dma1p;" orthologous to human RNF8 protein, also has sequence similarity to human Chfr""";;
"DOM34,""YNL001W"",""cytosol"",""65.74"",""15.1643"",""cytosol"",""64.613"",""cytosol"",""31.9496"",""cytosol"",""46.1029"",""below threshold"",""27.194"",""cytosol"",""55.1"",""0.83"",""0"",""16.3"",""cytosol"",""59.88"",""0.91"",""0"",""11.34"",""cytosol"",""89.63"",""1.36"",""1"","""",""cytosol"",""cytosol"",""66.4995"",""1.01139"",""0"",""8.56975"",""Endoribonuclease"; functions in no-go mRNA decay, protein translation to promote G1 progression and differentiation, required for meiotic cell division;" similar to the eukaryotic Pelota""";;;
"DOS2,""YDR068W"",""cytosol"",""35.53"",""8.23102"",""cytosol,bud"",""71.9356"",""punctate,bud"",""29.3127"",""cytosol"",""117.522"",""cytosol,bud"",""57.0674"",""cytosol"",""38.15"",""1.07"",""0"",""10.27"",""cytosol"",""43.86"",""1.23"",""0"",""6.56"",""cytosol"",""53.22"",""1.49"",""1"","""",""cytosol"",""cytosol"",""36.6681"",""1.03188"",""0"",""5.17442"",""Protein of unknown function, green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm""";;;;;
"DOT6,""YER088C"",""cytosol"",""37.56"",""9.20318"",""cytosol"",""58.8635"",""cytosol"",""23.3457"",""below threshold"",""66.2725"",""below threshold"",""22.8671"",""cytosol"",""32.84"",""0.87"",""0"",""9.3"",""cytosol"",""36.93"",""0.98"",""0"",""8"",""cytosol"",""18.77"",""0.49"",""0"","""",""cytosol"",""cytosol"",""51.0606"",""1.35934"",""1"",""12.1755"",""Protein involved in rRNA and ribosome biogenesis"; binds polymerase A and C motif; subunit of the RPD3L histone deacetylase complex; similar to Tod6p; has chromatin specific SANT domain;" involved in telomeric gene silencing and filamentation"""
"DPH2,""YKL191W"",""cytosol"",""42.5"",""8.10849"",""cytosol"",""100.609"",""cytosol"",""42.6663"",""cytosol"",""140.602"",""cytosol"",""55.7782"",""cytosol"",""36.81"",""0.86"",""0"",""8.64"",""cytosol"",""43.62"",""1.02"",""0"",""5.08"",""cytosol"",""25.19"",""0.59"",""0"","""",""cytosol"",""cytosol"",""46.8451"",""1.10204"",""0"",""8.49031"",""Protein required, along with Dph1p, Kti11p, Jjj3p, and Dph5p, for synthesis of diphthamide, which is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p)";" may act in a complex with Dph1p and Kti11p""";;;;
"DPS1,""YLL018C"",""cytosol"",""209.23"",""41.6815"",""cytosol"",""382.394"",""cytosol"",""151.757"",""cytosol"",""550.417"",""cytosol"",""92.6983"",""cytosol"",""163.97"",""0.78"",""0"",""73.91"",""cytosol"",""243.51"",""1.16"",""0"",""35.61"",""cytosol"",""124.42"",""0.59"",""0"","""",""cytosol"",""cytosol"",""207.657"",""0.992439"",""0"",""29.9725"",""Aspartyl-tRNA synthetase, primarily cytoplasmic"; homodimeric enzyme that catalyzes the specific aspartylation of tRNA(Asp); class II aminoacyl tRNA synthetase;" binding to its own mRNA may confer autoregulation""";;
"DRE2,""YKR071C"",""cytosol"",""46.89"",""10.7573"",""cytosol"",""77.6609"",""cytosol"",""45.161"",""cytosol"",""77.4397"",""cytosol"",""46.3866"",""cytosol"",""44.59"",""0.95"",""0"",""13.47"",""cytosol"",""72.28"",""1.54"",""1"",""14.73"",""cytosol"",""41.29"",""0.88"",""0"","""",""cytosol"",""cytosol"",""46.8986"",""1"",""0"",""7.24063"",""Protein that may prevent apoptosis by forming a complex with Tah18p in the absence of stress"; required for iron-sulfur cluster assembly and sister chromatid cohesion;" homolog of human anti-apoptotic protein Ciapin1""";;;
"DSF2,""YBR007C"",""cytosol"",""22.78"",""5.30287"",""cytosol"",""41.2462"",""cytosol"",""22.0008"",""cytosol"",""27.8379"",""cytosol"",""32.1179"",""cytosol"",""27.29"",""1.19"",""0"",""10.99"",""cytosol"",""24.35"",""1.06"",""0"",""5.27"",""cytosol"",""17.18"",""0.75"",""0"","""",""cytosol"",""cytosol"",""26.183"",""1.14888"",""0"",""3.41705"",""Deletion suppressor of mpt5 mutation""";;;;;
"DSK2,""YMR276W"",""cytosol:nucleus"",""35.37"",""8.20037"",""cytosol,nuclear periphery"",""179.291"",""cytosol,nucleus"",""47.3479"",""below threshold"",""81.1117"",""below threshold"",""25.8533"",""cytosol.nucleus"",""29.89"",""0.84"",""0"",""9"",""cytosol.nucleus"",""36.87"",""1.04"",""0"",""8.31"",""cytosol,nucleus"",""31.48"",""0.88"",""0"","""",""cytosol:nucleus"",""cytosol:nucleus"",""37.6023"",""1.06261"",""0"",""7.43034"",""Nuclear-enriched ubiquitin-like polyubiquitin-binding protein, required for spindle pole body (SPB) duplication and for transit through the G2/M phase of the cell cycle, involved in proteolysis, interacts with the proteasome""";;;;;
"DSS4,""YPR017C"",""cytosol"",""26.15"",""7.57923"",""cytosol"",""80.8704"",""missing"",""29.6512"",""cytosol"","""",""cytosol"",""44.6613"",""cytosol"",""26.45"",""1.01"",""0"",""9.63"",""cytosol"",""21.88"",""0.83"",""0"",""6.16"",""cytosol"",""29.3"",""1.12"",""0"","""",""cytosol"",""cytosol"",""21.5416"",""0.82346"",""0"",""2.86507"",""Guanine nucleotide dissociation stimulator for Sec4p, functions in the post-Golgi secretory pathway";" binds zinc, found both on membranes and in the cytosol""";;;;
"DUF1,""YOL087C"",""cytosol"",""28.6"",""6.45975"",""cytosol"",""53.5448"",""cytosol"",""29.3484"",""below threshold"",""62.6229"",""#N/A"","""",""cytosol"",""32.74"",""1.14"",""0"",""10.46"",""cytosol"",""31.64"",""1.1"",""0"",""6.4"",""cytosol"",""32.58"",""1.13"",""0"","""",""cytosol"",""cytosol"",""27.8959"",""0.974937"",""0"",""6.13909"",""Putative protein of unknown function"; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm;" deletion mutant is sensitive to various chemicals including phenanthroline, sanguinarine, and nordihydroguaiaretic acid""";;;
"DUG1,""YFR044C"",""cytosol:mitochondria"",""52.43"",""17.0739"",""cytosol"",""262.196"",""missing"","""",""missing"","""",""#N/A"","""",""cytosol.mitochondria"",""100.99"",""1.92"",""1"",""63.97"",""cytosol.mitochondria"",""61.05"",""1.16"",""0"",""11.67"",""cytosol,mitochondria"",""74.09"",""1.41"",""1"","""",""cytosol:mitochondria"",""cytosol:mitochondria"",""61.0565"",""1.16447"",""0"",""8.96008"",""Cys-Gly metallo-di-peptidase";" forms a complex with Dug2p and Dug3p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p)""";;;;
"DUR1,""YBR208C"",""cytosol"",""51.4"",""25.7581"","""","""","""","""","""","""","""","""",""cytosol"",""41.75"",""0.81"",""0"",""23"",""cytosol"",""50.33"",""0.97"",""0"",""16.22"",""cytosol"",""244.4"",""4.75"",""1"","""",""cytosol"",""cytosol"",""52.8453"",""1.02806"",""0"",""19.1644"",""Urea amidolyase, contains both urea carboxylase and allophanate hydrolase activities, degrades urea to CO2 and NH3";" expression sensitive to nitrogen catabolite repression and induced by allophanate, an intermediate in allantoin degradation""";;;;
"DUR3,""YHL016C"",""cytosol"",""23.77"",""8.55923"",""cell periphery,ER"",""45.0722"",""ER"",""18.1175"",""below threshold"",""21.0983"",""below threshold"",""22.0358"",""cytosol"",""15.66"",""0.65"",""0"",""6.52"",""cytosol"",""17.7"",""0.74"",""0"",""5.01"",""vacuole,cell periphery"","""","""","""","""",""cytosol"",""cytosol"",""16.3347"",""0.687121"",""-1"",""2.64988"",""Plasma membrane transporter for both urea and polyamines, expression is highly sensitive to nitrogen catabolite repression and induced by allophanate, the last intermediate of the allantoin degradative pathway""";;;;;
"DUS4,""YLR405W"",""cytosol"",""29.63"",""6.34449"",""cytosol"",""56.1989"",""cytosol"",""27.4558"",""cytosol"",""57.4247"",""cytosol"",""36.0425"",""cytosol"","""","""",""0"","""",""cytosol"",""27.67"",""0.93"",""0"",""6.07"",""cytosol"",""33.71"",""1.13"",""0"","""",""cytosol"",""cytosol"",""28.9837"",""0.978136"",""0"",""5.75512"",""Dihydrouridine synthase, member of a widespread family of conserved proteins including Smm1p, Dus1p, and Dus3p""";;;;;
"DUT1,""YBR252W"",""cytosol"",""60.08"",""17.394"",""cytosol"",""192.325"",""cytosol"",""67.4832"",""cytosol"",""235.54"",""#N/A"","""",""cytosol"",""39.22"",""0.65"",""0"",""15.95"",""cytosol"",""45.29"",""0.75"",""0"",""9.35"",""cytosol"",""30.47"",""0.5"",""0"","""",""cytosol"",""cytosol"",""38.0807"",""0.633758"",""-1"",""7.9512"",""dUTPase, catalyzes hydrolysis of dUTP to dUMP and PPi, thereby preventing incorporation of uracil into DNA during replication";" critical for the maintenance of genetic stability""";;;;
"DYN3,""YMR299C"",""cytosol"",""18.27"",""4.31082"",""cytosol"",""59.0847"",""cytosol"",""21.9482"",""below threshold"",""19.8433"",""below threshold"",""28.7561"",""cytosol"",""16.87"",""0.92"",""0"",""6.63"",""cytosol"",""19.08"",""1.04"",""0"",""3.16"",""cytosol"",""18.16"",""0.99"",""0"","""",""cytosol"",""cytosol"",""18.3483"",""1.00377"",""0"",""2.88052"",""Dynein light intermediate chain (LIC)";" localizes with dynein, null mutant is defective in nuclear migration""";;;;
"ECM15,""YBL001C"",""cytosol"",""26.26"",""6.64616"",""cytosol"",""309.95"",""cytosol"",""64.0799"",""cytosol"",""482.735"",""cytosol"",""53.3946"",""cytosol"",""24.63"",""0.93"",""0"",""8.41"",""cytosol"",""27.3"",""1.03"",""0"",""5.8"",""cytosol"",""35.75"",""1.36"",""0"","""",""cytosol"",""cytosol"",""18.081"",""0.688338"",""-1"",""3.81401"",""Non-essential protein of unknown function, likely exists as tetramer, may be regulated by the binding of small-molecule ligands (possibly sulfate ions), may have a role in yeast cell-wall biogenesis""";;;;;
"ECM29,""YHL030W"",""nucleus:cytosol"",""34.79"",""10.67"",""cytosol,nucleus"",""88.0055"",""nucleus"",""17.3256"",""below threshold"",""85.8837"",""cytosol"",""30.4224"",""nucleus.cytosol"",""25.92"",""0.74"",""0"",""8.3"",""nucleus.cytosol"",""35.71"",""1.02"",""0"",""10.53"",""nucleus,cytosol"",""22.48"",""0.64"",""-1"","""",""nucleus:cytosol"",""nucleus:cytosol"",""43.6058"",""1.25306"",""0"",""8.33653"",""Major component of the proteasome";" tethers the proteasome core particle to the regulatory particle, and enhances the stability of the proteasome""";;;;
"ECM30,""YLR436C"",""punctate:cytosol"",""28.15"",""6.09311"",""cytosol,punctate"",""44.0953"",""cytosol"",""19.7659"",""cytosol,punctate"",""25.0259"",""below threshold"",""28.8029"",""punctate.cytosol"",""31.05"",""1.1"",""0"",""10.44"",""punctate.cytosol"",""32.73"",""1.16"",""0"",""5.58"",""punctate,cytosol"",""30.31"",""1.07"",""0"","""",""punctate:cytosol"",""punctate:cytosol"",""32.1204"",""1.14084"",""0"",""3.95045"",""Non-essential protein of unknown function""";;;;;
"EDC2,""YER035W"",""nucleus:cytosol"",""47.82"",""13.9638"",""cytosol"",""35.4668"",""below threshold"",""25.7286"",""punctate"",""8.81228"",""#N/A"",""0"",""nucleus.cytosol"",""62.22"",""1.3"",""0"",""22.88"",""nucleus.cytosol"",""44.75"",""0.93"",""0"",""8.77"",""nucleus,cytosol"",""66.21"",""1.38"",""1"","""",""nucleus:cytosol"",""nucleus:cytosol"",""41.6685"",""0.871147"",""0"",""6.95037"",""RNA-binding protein, activates mRNA decapping directly by binding to the mRNA substrate and enhancing the activity of the decapping proteins Dcp1p and Dcp2p";" has a role in translation during heat stress""";;;;
"EFT1,""YOR133W"",""cytosol"",""502.3"",""159.789"",""cytosol"",""566.445"",""cytosol"",""224.499"",""cytosol"",""313.328"",""cytosol"",""71.8296"",""cytosol"",""338.66"",""0.67"",""0"",""159.09"",""cytosol"",""392.19"",""0.78"",""0"",""91.19"",""cytosol"",""29.69"",""0.05"",""0"","""",""cytosol"",""cytosol"",""403.252"",""0.802805"",""0"",""66.601"",""Elongation factor 2 (EF-2), also encoded by EFT2"; catalyzes ribosomal translocation during protein synthesis;" contains diphthamide, the unique posttranslationally modified histidine residue specifically ADP-ribosylated by diphtheria toxin""";;;
"EFT2,""YDR385W"",""cytosol"",""774.51"",""216.418"",""cytosol"",""467.654"",""cytosol"",""1007.27"",""cytosol"",""256.202"",""cytosol"",""69.7305"",""cytosol"",""609.78"",""0.78"",""0"",""300.82"",""cytosol"",""741.23"",""0.95"",""0"",""128.3"",""cytosol"",""42.02"",""0.05"",""0"","""",""cytosol"",""cytosol"",""755.706"",""0.975712"",""0"",""183.12"",""Elongation factor 2 (EF-2), also encoded by EFT1"; catalyzes ribosomal translocation during protein synthesis;" contains diphthamide, the unique posttranslationally modified histidine residue specifically ADP-ribosylated by diphtheria toxin""";;;
"EGD1,""YPL037C"",""cytosol"",""608.66"",""132.458"",""cytosol"",""255.062"",""cytosol"",""111.95"",""cytosol"",""565.861"",""cytosol"",""80.5149"",""cytosol"",""599.86"",""0.98"",""0"",""225.52"",""cytosol"",""608.66"",""1"",""0"",""130.49"",""cytosol"",""519.38"",""0.85"",""0"","""",""cytosol"",""cytosol"",""344.967"",""0.566755"",""-1"",""78.3833"",""Subunit beta1 of the nascent polypeptide-associated complex (NAC) involved in protein targeting, associated with cytoplasmic ribosomes"; enhances DNA binding of the Gal4p activator;" homolog of human BTF3b""";;;
"EGD2,""YHR193C"",""cytosol"",""552.1"",""136.836"",""cytosol"",""318.31"",""cytosol"",""20.4212"",""below threshold"",""474.042"",""cytosol"",""49.4717"",""cytosol"",""617.99"",""1.11"",""0"",""200.33"",""cytosol"",""469.5"",""0.85"",""0"",""121.33"",""cytosol"",""393.05"",""0.71"",""0"","""",""cytosol"",""cytosol"",""519.381"",""0.940718"",""0"",""115.204"",""Alpha subunit of the heteromeric nascent polypeptide-associated complex (NAC) involved in protein sorting and translocation, associated with cytoplasmic ribosomes""";;;;;
"ELC1,""YPL046C"",""nucleus:cytosol"",""20"",""5.96434"",""cytosol,nucleus"",""79.585"",""nucleus"",""28.4418"",""nucleus"",""69.3075"",""nucleus"",""35.1827"",""nucleus.cytosol"",""25.24"",""1.26"",""0"",""7.51"",""nucleus.cytosol"",""23.51"",""1.17"",""0"",""4.69"",""nucleus,cytosol"",""24.03"",""1.2"",""0"","""",""nucleus:cytosol"",""nucleus:cytosol"",""16.4892"",""0.823968"",""0"",""3.00772"",""Elongin C, involved in transcription elongation as a heterodimer with Ela1p"; required for ubiquitin-dependent degradation of Rpo21p; plays a role in global genomic nucleotide excision repair;" expression highly upregulated during sporulation""";;
"ELP2,""YGR200C"",""cytosol"",""59.94"",""13.8134"",""cytosol"",""44.1783"",""cytosol"",""30.5411"",""below threshold"",""32.0328"",""below threshold"",""28.282"",""cytosol"",""41.41"",""0.69"",""0"",""15.57"",""cytosol"",""58.18"",""0.97"",""0"",""9.31"",""cytosol"",""27.01"",""0.45"",""0"","""",""cytosol"",""cytosol"",""55.9197"",""0.932835"",""0"",""13.6199"",""Subunit of Elongator complex, which is required for modification of wobble nucleosides in tRNA";" target of Kluyveromyces lactis zymocin""";;;;
"ELP3,""YPL086C"",""cytosol"",""55.75"",""13.5868"",""cytosol,punctate"",""97.4896"",""punctate"",""46.7574"",""cytosol"",""62.289"",""cytosol"",""36.9097"",""cytosol"",""41.01"",""0.73"",""0"",""11.91"",""cytosol"",""57.83"",""1.03"",""0"",""6.85"",""cytosol"",""27.1"",""0.48"",""0"","""",""cytosol"",""cytosol"",""52.8124"",""0.947126"",""0"",""5.323"",""Subunit of Elongator complex, which is required for modification of wobble nucleosides in tRNA"; exhibits histone acetyltransferase activity that is directed to histones H3 and H4;" disruption confers resistance to K. lactis zymotoxin""";;;
"EMI2,""YDR516C"",""cytosol"",""41.66"",""12.3163"",""cytosol"",""205.545"",""cytosol"",""48.2583"",""cytosol"",""230.281"",""cytosol"",""80.127"",""cytosol"",""52.16"",""1.25"",""0"",""24.96"",""cytosol"",""40.77"",""0.97"",""0"",""10.07"",""cytosol"",""36.05"",""0.86"",""0"","""",""cytosol"",""cytosol"",""64.2231"",""1.54129"",""1"",""20.7344"",""Non-essential protein of unknown function required for transcriptional induction of the early meiotic-specific transcription factor IME1"; required for sporulation;" expression is regulated by glucose-repression transcription factors Mig1/2p""";;;
"EMP70,""YLR083C"",""cytosol"",""21.92"",""4.73959"",""punctate"",""123.562"",""punctate,vacuole"",""25.6313"",""punctate"",""61.6146"",""#N/A"",""26.261"",""cytosol"",""16.89"",""0.77"",""0"",""4.85"",""cytosol"",""19.22"",""0.87"",""0"",""3.4"",""cytosol"",""18.06"",""0.82"",""0"","""",""cytosol"",""cytosol"",""16.8644"",""0.769221"",""0"",""2.23469"",""Protein with a role in cellular adhesion and filamentous growth"; similar to Tmn2p and Tmn3p; member of Transmembrane Nine family of proteins with 9 transmembrane segments;" 24kDa cleavage product found in endosome-enriched membrane fractions""";;
"ENA2,""YDR039C"",""cytosol"",""22.6"",""5.38827"",""cell periphery,vacuole"",""87.3762"",""cell periphery,vacuole"",""14.5978"",""below threshold"",""127.214"",""cell periphery,punctate"",""34.3193"",""cytosol"",""22.61"",""1"",""0"",""7.32"",""cytosol"",""21.02"",""0.93"",""0"",""3.26"",""cytosol"",""22.27"",""0.98"",""0"","""",""cytosol"",""cytosol"",""19.0266"",""0.841816"",""0"",""2.83044"",""P-type ATPase sodium pump, involved in Na+ efflux to allow salt tolerance";" likely not involved in Li+ efflux""";;;;
"ENO1,""YGR254W"",""cytosol"",""3267.78"",""582.296"",""cytosol"",""432.329"",""cytosol"",""697.498"",""cytosol"",""397.264"",""cytosol"",""76.1945"",""cytosol"",""2532.76"",""0.77"",""-1"",""489.72"",""cytosol"",""3135.68"",""0.95"",""0"",""692.37"",""cytosol"",""3182.36"",""0.97"",""0"","""",""cytosol"",""cytosol"",""3182.36"",""0.97386"",""0"",""710.096"",""Enolase I, a phosphopyruvate hydratase that catalyzes the conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis";" expression is repressed in response to glucose""";;;;
